"source_term","chosen_arabic","status","adverse_or_rejected","aliases_or_notes","domain_or_context","review_status","review_date","reviewer","evidence_or_rationale"
"the complement-membership paragraph calls A a formula although membership in a theory applies here to a sentence","use !!a{sentence} for !A","source_complete_decidable_complement_member_sort_corrected_olp0307","إبقاء حامل formula؛ حذف حامل النوع؛ تغيير الرمز !A","المجال في البرهان هو تقرير عضوية الجمل في النظرية، وتكافؤ عضوية !A مع عضوية نفيها في المتممة يقتضي جملة","commit 9620cc73f9c8e0ad003c514a5d3748f29611c4c0; pinned content/incompleteness/theories-computability/complete-decidable.tex lines 32--36, especially line 34; OLP-0307","confidence 1.00; theorem domain and complement equivalence independently replayed; carrier key corrected only","2026-08-16","Codex source replay","استعملت العربية الحامل التنفيذي !!a{sentence} مع !A"
"the proof assumes a complete axiomatized theory where the needed hypothesis is axiomatizability","use !!{axiomatizable}","source_first_incompleteness_axiomatizable_carrier_corrected_olp0308","إبقاء axiomatized بما يوحي بمجموعة بديهيات معيّنة؛ حذف فرض الفعالية؛ تغيير التمام","الاستلزام المستعمل هو أن النظرية التامة القابلة للمحورة قابلة للقرار، لا مجرد كونها مزودة ببديهيات ما","commit 9620cc73f9c8e0ad003c514a5d3748f29611c4c0; pinned content/incompleteness/theories-computability/first-incompleteness.tex lines 20--24, especially line 22; OLP-0308","confidence 1.00; preceding lemma and decidability implication independently replayed; carrier key corrected only","2026-08-16","Codex source replay","استعملت العربية الحامل التنفيذي !!{axiomatizable}"
"the metalanguage relation S is applied twice to object-language numeral terms","write S(n) and \lnot S(n)","source_inseparability_meta_relation_arguments_corrected_olp0309","إبقاء \num n وسيطًا لعلاقة ميتالغوية؛ حذف الأعداد الاسمية من الصيغ الممثلة؛ تغيير المتغير","العلاقة القابلة للحساب S تأخذ العدد الطبيعي n، أما الصيغة الممثلة D_S فتأخذ العدد الاسمي \num n داخل النظرية","commit 9620cc73f9c8e0ad003c514a5d3748f29611c4c0; pinned content/incompleteness/theories-computability/inseparability.tex lines 34--44, especially lines 36 and 41; OLP-0309","confidence 1.00; metalanguage/object-language levels independently replayed; two S arguments corrected only","2026-08-16","Codex source replay","كتبت العربية S(n) و\lnot S(n) وأبقت \num n في !D_S"
"the code of the representing formula inserts a numeral constructor around its free variable u","write \#(!D_S(u))","source_inseparability_formula_code_argument_corrected_olp0309","ترميز !D_S(\num u) مع أن u متغير صوري لا عدد ميتالغوي؛ تغيير دالة الاختزال؛ حذف الترميز","الدالة المختزلة ترسل y إلى شفرة الصيغة المفتوحة !D_S(u)، بينما الإحلال العددي يقع لاحقًا عند اختبار n","commit 9620cc73f9c8e0ad003c514a5d3748f29611c4c0; pinned content/incompleteness/theories-computability/inseparability.tex lines 34--45, especially line 45; OLP-0309","confidence 1.00; preceding representation equations and reduction variable independently replayed; numeral constructor removed only","2026-08-16","Codex source replay","استعملت العربية R(\#(!D_S(u)),y)"
"the ZFC corollary rules out every decidable extension rather than every consistent decidable extension","add consistent to the extension hypothesis","source_interpretability_zfc_extension_consistency_restored_olp0311","الإبقاء على الدعوى الأقوى الكاذبة؛ حذف شرط القرار؛ تغيير النظرية ZFC","لـZFC امتدادات غير متسقة قابلة للقرار، أما نقل عدم القرار عبر تفسير Q فيحتاج اتساق الامتداد","commit 9620cc73f9c8e0ad003c514a5d3748f29611c4c0; pinned content/incompleteness/theories-computability/interpretability.tex lines 33--38, especially line 37; OLP-0311","confidence 1.00; corollary context and inconsistent-extension counterexample independently checked; consistency restored only","2026-08-16","Codex source replay","قالت العربية إنه لا يوجد امتداد متسق قابل للقرار لـ\Th{ZFC}"
"the Presburger paragraph says sentences are true in the language of arithmetic","say they are true in the standard model","source_presburger_truth_structure_corrected_olp0311","إسناد الصدق إلى لغة بلا بنية تفسيرية؛ تغيير توقيع اللغة؛ تغيير قابلية القرار","الصدق الدلالي ينسب إلى نموذج، والنتيجة المقصودة هي نظرية البنية القياسية تحت التوقيع المعروض","commit 9620cc73f9c8e0ad003c514a5d3748f29611c4c0; pinned content/incompleteness/theories-computability/interpretability.tex lines 61--67, especially lines 65--66; OLP-0311","confidence 1.00; signature and Presburger decision result independently replayed; truth bearer corrected only","2026-08-16","Codex source replay","نسبت العربية صدق الجمل إلى النموذج القياسي"
"the section metadata misspells interpretability as intepretability","write % Section: interpretability","source_interpretability_section_metadata_corrected_olp0311","إبقاء التهجئة الخاطئة؛ تغيير معرّف القسم؛ حذف التعليق","اسم الملف وموضوع القسم كلاهما interpretability","commit 9620cc73f9c8e0ad003c514a5d3748f29611c4c0; pinned content/incompleteness/theories-computability/interpretability.tex line 3; OLP-0311","confidence 1.00; filename and section content independently matched; comment spelling corrected only","2026-08-16","Codex source replay","صححت العربية تعليق القسم إلى % Section: interpretability"
"the chapter metadata names first-incompleteness instead of incompleteness-provability","write % Chapter: incompleteness-provability","source_incompleteness_provability_chapter_metadata_corrected_olp0312","إبقاء اسم فصل آخر؛ تغيير مسارات الاستيراد؛ حذف التعليق","الوحدة هي ملف تجميع فصل incompleteness-provability وتستورد وحداته التسع","commit 9620cc73f9c8e0ad003c514a5d3748f29611c4c0; pinned content/incompleteness/incompleteness-provability/incompleteness-provability.tex line 2; OLP-0312","confidence 1.00; file path and imported chapter units independently matched; comment value corrected only","2026-08-16","Codex source replay","صححت العربية تعليق الفصل إلى % Chapter: incompleteness-provability"
"the informal second incompleteness statement omits consistency from the theory hypothesis","say no sufficiently strong consistent theory of arithmetic can prove its own consistency","source_second_incompleteness_consistency_hypothesis_restored_olp0313","الإبقاء على منع يشمل النظريات غير المتسقة؛ حذف القوة الكافية؛ تغيير نتيجة الاتساق","كل نظرية غير متسقة تثبت كل جملة ومنها صيغة اتساقها، لذلك شرط الاتساق لازم لصحة الصياغة","commit 9620cc73f9c8e0ad003c514a5d3748f29611c4c0; pinned content/incompleteness/incompleteness-provability/introduction.tex lines 28--35, especially lines 32--33; OLP-0313","confidence 1.00; inconsistent-theory counterexample and later theorem hypothesis independently checked; consistency restored only","2026-08-16","Codex source replay","قالت العربية لا تستطيع أي نظرية حساب متسقة وقوية بما يكفي أن تثبت اتساقها"
"the Rosser proof names the source theory as bare T rather than the theory macro","write from~\Th{T}","source_rosser_derivation_theory_macro_restored_olp0316","إبقاء T عاديًا بخلاف جميع أسماء النظرية المحيطة؛ تغيير مصدر الاشتقاق؛ حذف العبارة","الاشتقاق المفترض هو اشتقاق جملة روسر من النظرية \Th{T} التي يثبت البرهان عدم تمامها","commit 9620cc73f9c8e0ad003c514a5d3748f29611c4c0; pinned content/incompleteness/incompleteness-provability/rosser-thm.tex lines 66--69, especially line 67; OLP-0316","confidence 1.00; local theorem notation and represented proof relation independently matched; theory macro restored only","2026-08-16","Codex source replay","كتبت العربية من~\Th{T}"
"the PA provability formula existentially quantifies the metalevel proof relation rather than its representing object formula","use \OPrf[\Th{PA}] inside the object formula","source_pa_provability_object_proof_predicate_corrected_olp0318","إبقاء \Prf داخل صيغة لغة الموضوع؛ تغيير النظرية؛ حذف التكميم الوجودي","الفقرة تميز صراحة العلاقة القابلة للحساب Prf عن الصيغة OPrf التي تمثلها ثم تعرف OProv بصيغة موضوعية","commit 9620cc73f9c8e0ad003c514a5d3748f29611c4c0; pinned content/incompleteness/incompleteness-provability/provability-conditions.tex lines 31--36, especially line 35; OLP-0318","confidence 1.00; representation sentence and object-language definition independently replayed; proof predicate corrected only","2026-08-16","Codex source replay","عرّفت العربية \OProv[\Th{PA}](y) باستعمال \OPrf[\Th{PA}](x,y)"
"the executable !!{derive} carrier expands to an infinitive and requires an Arabic governing modal construction","govern !!{derive} with يمكن لـ / يكون في وسع / تستطيع / تتمكن من as syntax requires","arabic_derive_carrier_governance_corrected_olp0314_0315_0316_0318","ترك المصدر المنطقي العربي بلا عامل يسند المصدر؛ تغيير مفتاح الحامل أو ترتيبه؛ تحويله إلى نص خام","يحافظ الإصلاح على بايتات !!{derive} وترتيب الحوامل ويصحح الإسناد العربي فقط","locale/ar/content/incompleteness/incompleteness-provability/fixed-point-lemma.tex line 88; first-incompleteness-thm.tex line 94; rosser-thm.tex lines 62--63 and 92; provability-conditions.tex line 35; OLP-0314/0315/0316/0318","confidence 1.00; bounded paired expansion replay; six carrier-preserving grammar replacements","2026-08-16","Codex paired-QA replay","استعملت العربية يمكن لـ، يكون في وسع، تستطيع، وتتمكن من وفق سياق كل حامل"
